,dialogue_id,turn_id,speaker_role,utterance,dialogue_acts,intents
813,banking_0527,banking_0527_001,Customer,This is Jennifer Johnston. I wanna know how I can put some money into my sister's account.,['InformIntent'],InternalFundsTransfer
814,banking_0528,banking_0528_001,Customer,"Hi Bernard, my name is Karen Brown. I would like to dispute a transaction.",['InformIntent'],DisputeCharge
815,banking_0529,banking_0529_001,Customer,Hi I'd like to update my phone number on my account. I'm just slow. I could you could help me?,['InformIntent'],UpdatePhoneNumber
816,banking_0529,banking_0529_005,Customer,Where is the bank located here?,['InformIntent'],FindBranch
817,banking_0529,banking_0529_007,Customer,Do they have any ATMs too?,['InformIntent'],FindATM
818,banking_0529,banking_0529_055,Customer,Is there parking at the downtown bank?,['InformIntent'],GetBranchInfo
819,banking_0530,banking_0530_001,Customer,yes hi my name is Jim. is when I call in do are your hours on the call-in is that like seven to seven or what are your call-in hours?,['InformIntent'],GetBranchHours
820,banking_0530,banking_0530_003,Customer,OK. All right. Yeah. I I was just kinda curious. I'm really looking to find a branch near my home.,['InformIntent'],FindBranch
821,banking_0530,banking_0530_007,Customer,OK. So that's. I need a yeah I was looking for the branch. So thank you. I got that as location. I'll check that out tomorrow. I also have I have I think my card my credit card was stolen. that I hold with your bank. Anyway I can't find it.,[],ReportLostStolenCard
822,banking_0532,banking_0532_003,Customer,I'd like to I've never done this before but I'd like to do a wire transfer.,['InformIntent'],ExternalWireTransfer
823,banking_0532,banking_0532_028,Customer,Could you tell me what is I'm transferring I want to transfer a thousand dollars. Could you tell me what the balance of my checking account is before the transfer?,['InformIntent'],CheckAccountBalance
824,banking_0533,banking_0533_001,Customer,Hi Daisy my name is Hank. I called earlier but it was way too loud in the pub and I couldn't hear a thing the previous agent was saying. I I need to update some information on my account. My phone number to be exact.,['InformIntent'],UpdateStreetAddress
825,banking_0533,banking_0533_025,Customer,"no but I do have a question, could you tell me the address of the closest branch to me?",['InformIntent'],FindBranch
826,banking_0533,banking_0533_031,Customer,Are the hours listed there?,['InformIntent'],GetBranchHours
827,banking_0535,banking_0535_002,Customer,"Hi, Susan. this is Justine and I need to do a wire transfer to another company. To a company that I don't know if they're your customer or not but, I need to do a wire transfer.",['InformIntent'],ExternalWireTransfer
828,banking_0537,banking_0537_001,Customer,Hello this is Peter Davis. I lost my credit card last night.,['InformIntent'],ReportLostStolenCard
829,banking_0537,banking_0537_017,Customer,What is the interest rate that I have on the card?,['InformIntent'],CheckAccountInterestRate
830,banking_0538,banking_0538_001,Customer,"Hello, good afternoon Lucas. My name is Karen Albert And I would like to open an account with your bank. Kindly confirm the information required to do so.",['InformIntent'],OpenBankingAccount
831,banking_0538,banking_0538_025,Customer,No that would not be all. I have se~. Viewed and signed the consent form. I have forwarded it to you. I would also love to do a bank transfer with the recently opened account. Please is that possible?,['InformIntent'],ExternalWireTransfer
832,banking_0538,banking_0538_027,Customer,Yes that's fine. I'm already doing a transfer from my PayPal account to the to the new open account number. And I'm hopeful you'll get to credit a lot in the next thirty seconds. Then how long does it take for you to transfer from my account to an HSBC account?,['InformIntent'],AskAboutTransferTime
833,banking_0539,banking_0539_009,Customer,I wanted to wire some money to a relative. Is that possible?,['InformIntent'],ExternalWireTransfer
834,banking_0539,banking_0539_036,Customer,And did you want a update on my email?,[],UpdateEmail
835,banking_0540,banking_0540_011,Customer,"Oh, no. Not with traffic the way it is midtown. hey what's the nearest branch?",['InformIntent'],FindBranch
836,banking_0540,banking_0540_017,Customer,"no, no. That's fine. That's fine. how late are you guys open till?",['InformIntent'],GetBranchHours
837,banking_0541,banking_0541_001,Customer,"Hi. I would like to transfer money from my checking to my son's checking, please.",['InformIntent'],InternalFundsTransfer
838,banking_0541,banking_0541_060,Customer,yes. And you said how long would the transfer take?,['InformIntent'],AskAboutTransferTime
839,banking_0542,banking_0542_021,Customer,"Yes, I would like to do a wire transfer to pay a bill.",['InformIntent'],ExternalWireTransfer
840,banking_0543,banking_0543_001,Customer,"yeah, I just got a notice in the mail saying something is wrong with my account. I don't know why this sort of thing always always happen to me. can you please help me with this?",['InformIntent'],ReportNotice
841,banking_0544,banking_0544_001,Customer,"Hi, yes ma'am I'm calling because cause I need to update some of my personal information.",['InformIntent'],UpdateEmail
842,banking_0544,banking_0544_035,Customer,is is there any way that I can set up online banking and do this my self in the future without having to go,['InformIntent'],SetUpOnlineBanking
843,banking_0544,banking_0544_039,Customer,"Come to think of it, I'm sorry I gave you the wrong phone number earlier. Can I update it to a new one?",['InformIntent'],UpdatePhoneNumber
844,banking_0545,banking_0545_020,Customer,"sure. while I'm at it, would you mind if I check the balance of my checking account since I'm about to spend a whole lot of money? I actually lost this bet with my friend that Andrew. Andrew Custimore was going to win the boxing tournament, right? And it turns out, Mr. Custimore lost against Muhammad Bali. And so anyway, the since I'm the loser, I have to buy him a a nice steak dinner. So but anyway, I I'm I'm rambling. Sorry about that.",['InformIntent'],CheckAccountBalance
845,banking_0547,banking_0547_011,Customer,"seven five three Dogwood Street, Phoenix, Arizona eight five oh oh three. that's the address I gave you, but I'd like to correct it if I may. And it's not Dogwood Street. It's Dogwood Road.",[],UpdateStreetAddress
846,banking_0549,banking_0549_001,Customer,Yes I need to figure out how to open a new account.,['InformIntent'],OpenBankingAccount
847,banking_0549,banking_0549_046,Customer,Well I also have a problem with my savings account. There's a charge on it that I don't recognize and I need to figure out what it was.,['InformIntent'],DisputeCharge
848,banking_0549,banking_0549_062,Customer,OK. Can I go ahead and transfer the money out of my savings to the checking?,['InformIntent'],InternalFundsTransfer
849,banking_0549,banking_0549_076,Customer,Sounds good. Can I go ahead and order a box of checks or do I need to wait for it to be open?,['InformIntent'],OrderChecks
850,banking_0550,banking_0550_003,Customer,"Oh, I'm doing just fine. Thank you very much. The reason that I'm calling, my sister, she has been out of work. So, I was going to see if it would be possible for me to send some money from my checking account over to hers? She actually also banks with Intellibank,",['InformIntent'],InternalFundsTransfer
851,banking_0551,banking_0551_001,Customer,Hello Jannah. I'm calling to check my account balance please. My sister was in town last week for her birthday and I think I may have written down the amount of her birthday gift wrong. I just want to make sure I have my account balance properly.,['InformIntent'],CheckAccountBalance
852,banking_0551,banking_0551_033,Customer,OK and I could also could you also check the balance on my savings?,['InformIntent'],CheckAccountBalance
853,banking_0552,banking_0552_001,Customer,yes. I have a problem with my Intel bank account. I would like to talk to someone in person about that please.,['InformIntent'],FindBranch
854,banking_0553,banking_0553_030,Customer,"is there? you know, it's already four fifty-five. It's Friday and I have plans tomorrow is there another branch that's gonna be open past two on Saturday or is that all the hours in this area?",['InformIntent'],GetBranchHours
855,banking_0554,banking_0554_001,Customer,"Yes. My name is mister Johnson and I'm trying to figure out a charge on my account that I don't know if I actually, I did it or authorized it.",['InformIntent'],DisputeCharge
856,banking_0555,banking_0555_001,Customer,"Yes, can you tell me where an ATM is near me?",['InformIntent'],FindATM
857,banking_0555,banking_0555_037,Customer,"Yes, can you tell me the limit that I can take out of the ATM?",['InformIntent'],GetWithdrawalLimit
858,banking_0556,banking_0556_010,Customer,Yes I I have a disputes transaction.,[],DisputeCharge
859,banking_0557,banking_0557_016,Customer,"I wanted to know how much I had in my account, balance.",['InformIntent'],CheckAccountBalance
860,banking_0557,banking_0557_033,Customer,Yes. What about setting up another account?,['InformIntent'],OpenBankingAccount
861,banking_0558,banking_0558_003,Customer,"Well, I was doing great actually, until the mail came. And I got my credit card statement in the mail, and I was looking it over. And there's a charge on here that I did not make.",['InformIntent'],DisputeCharge
862,banking_0559,banking_0559_001,Customer,"yes, I'm calling you back. I called earlier. I got that information that I needed to update.",[],UpdatePhoneNumber
863,banking_0560,banking_0560_003,Customer,OK. so last night me and my friends. We were coming out of the club. And we were going to my car in the parking lot and we were robbed at gun point. the the the person stole my wallet and got my credit card and and I I I even they took the keys. They didn't take my car but they took my key. Like I'm I'm just a mess. I don't know what to do right now.,[],ReportLostStolenCard
864,banking_0561,banking_0561_001,Customer,"yeah, I'd like to close my account and transfer the money from the closed account to another one.",['InformIntent'],CloseBankAccount
865,banking_0562,banking_0562_003,Customer,I'm doing great. I've been outside enjoying this weather most of the day. My name is Kim. I I actually am calling to dispute a charge on my account. on my checking account please.,['InformIntent'],DisputeCharge
866,banking_0562,banking_0562_051,Customer,yes. I just wanted the account balance. For the checking,['InformIntent'],CheckAccountBalance
867,banking_0563,banking_0563_001,Customer,"yeah, I think I would like to check the balance of my checking account.",['InformIntent'],CheckAccountBalance
868,banking_0563,banking_0563_045,Customer,can you tell me what hours and days that most branches are open?,['InformIntent'],GetBranchHours
869,banking_0564,banking_0564_007,Customer,All right. I need to make a transfer from my savings to my checking.,['InformIntent'],InternalFundsTransfer
870,banking_0565,banking_0565_041,Customer,yeah what time does the branch close?,['InformIntent'],GetBranchHours
871,banking_0567,banking_0567_003,Customer,I would like to transfer some money from my savings into my checking account. I'm gonna take out my girlfriend. For fun night out.,['InformIntent'],InternalFundsTransfer
872,banking_0567,banking_0567_018,Customer,"Yes. Would you mind telling me real quick, what the what y'all the hours are for the Intelligence Bank?",['InformIntent'],GetBranchHours
873,banking_0568,banking_0568_025,Customer,"Yes, please. And do these ATM locations accept cash deposits? As well?",['InformIntent'],AskAboutCashDeposits
874,banking_0570,banking_0570_013,Customer,well first I want to update my email information on my account.,['InformIntent'],UpdateEmail
875,banking_0570,banking_0570_028,Customer,I I wanna know the nearest branch location near me.,['InformIntent'],FindBranch
876,banking_0572,banking_0572_001,Customer,Hi Alexis. I have trouble today. And I need to change my address.,['InformIntent'],UpdateStreetAddress
877,banking_0573,banking_0573_008,Customer,Exactly. I have a problem transferring.,[],ExternalWireTransfer
878,banking_0573,banking_0573_014,Customer,"Wow, wow wow. So so what can be done? Could you help me with it? I need to do this transfer. It's very important.",[],InternalFundsTransfer
879,banking_0573,banking_0573_019,Customer,Yeah that will fine because I know that the checkings account. I don't have enough to do that transaction. So if that can be done that'd be wonderful. Could you help me with it?,['InformIntent'],InternalFundsTransfer
880,banking_0573,banking_0573_047,Customer,"How about the checkings account now, what do I have in it?",['InformIntent'],CheckAccountBalance
881,banking_0574,banking_0574_001,Customer,"Yeah, I need to find a new branch to bank at.",['InformIntent'],FindBranch
882,banking_0574,banking_0574_035,Customer,"OK, that's actually a lot closer. can you tell me, does it have a drive through?",['InformIntent'],GetBranchInfo
883,banking_0575,banking_0575_056,Customer,Yes. Can I update my personal information?,['InformIntent'],UpdateEmail
884,banking_0576,banking_0576_005,Customer,"I could do that but I was actually hoping I could transfer money from my wife's account. I want her to pick a tire up on her way home from work so, just so I could swap it out.",['InformIntent'],InternalFundsTransfer
885,banking_0577,banking_0577_005,Customer,we need to transfer some money internationally.,['InformIntent'],ExternalWireTransfer
886,banking_0577,banking_0577_075,Customer,No. Actually can you let me know please give me the balance of on my checking account?,['InformIntent'],CheckAccountBalance
887,banking_0578,banking_0578_039,Customer,Going to affect my credit score though?,[],AskAboutCreditScore
888,banking_0579,banking_0579_004,Customer,"I am calling cuz I need some help, please. I am trying to open up a new account .",['InformIntent'],OpenBankingAccount
889,banking_0580,banking_0580_001,Customer,hi Rose my name is Kim. I need some help please I am trying to close my savings account that I have with you guys.,['InformIntent'],CloseBankAccount
890,banking_0580,banking_0580_040,Customer,no I actually do want to transfer some money to my mother's account she has an account with you guys.,['InformIntent'],InternalFundsTransfer
891,banking_0581,banking_0581_001,Customer,"yes hi. I need to on my account, update my email address.",['InformIntent'],UpdateEmail
892,banking_0584,banking_0584_005,Customer,Right right. Need the gas pedal. Hit well I need your help please finding an ATM. my phone is is actually dead and I need some help finding the ATM. I have a ZIP code here. I'm not too far from home but the the ZIP code is one nine one two seven.,['InformIntent'],FindATM
893,banking_0584,banking_0584_025,Customer,no but while I have you I was gonna go into a branch to open up a savings account and I figure I might as well do it while I have you if that's OK. couple of minutes.,[],OpenBankingAccount
894,banking_0584,banking_0584_043,Customer,Oh OK. if it's possible I'd like to update that to my current address.,['InformIntent'],UpdateStreetAddress
895,banking_0585,banking_0585_001,Customer,yes I'm a customer with you guys and I have I have multiple accounts but I'm calling to dispute a charge on my credit card. can someone help me over the phone with that?,['InformIntent'],DisputeCharge
896,banking_0586,banking_0586_001,Customer,"Yes Jerry, I lost the keys to my lock box. But I I'll come in another day to take care of that. I'm really calling because I lost my card.",['InformIntent'],ReportLostStolenCard
897,banking_0586,banking_0586_050,Customer,"OK, that is great. That's great. Well, would would you mind telling me what my savings account balance is?",['InformIntent'],CheckAccountBalance
898,banking_0586,banking_0586_056,Customer,OK. Two hundred six dollars and fifty-three cents. OK. Thank you for that and up would also like to make a wire transfer if I could.,['InformIntent'],ExternalWireTransfer
899,banking_0587,banking_0587_001,Customer,"Yes, my name is Wilbur Johnson, and I'm trying to find my check account. And also the newest branch.",['InformIntent'],FindBranch
900,banking_0587,banking_0587_014,Customer,I just wanted to know my balance.,['InformIntent'],CheckAccountBalance
901,banking_0588,banking_0588_001,Customer,"yes, my name is Toby Barlow. B A R L O W. And my date of birth is August twelfth nineteen seventy-five and I live at eight five zero five Strawberry Street. Oklahoma seven two three nine six. and I need to check my account balance please. I I'm gonna try to buy some four wheeler tires and I need to know if I got enough money in my bank to do that.",['InformIntent'],CheckAccountBalance
902,banking_0588,banking_0588_009,Customer,Ooh that's not gonna be enough I don't think to buy those four wheeler tires Can you transfer money from my well lemme lemme check my savings account balance.,['InformIntent'],CheckAccountBalance
903,banking_0588,banking_0588_011,Customer,OK. can you transfer five hundred dollars from my savings account to my checking account? That should be enough to buy those tires.,['InformIntent'],InternalFundsTransfer
904,banking_0590,banking_0590_001,Customer,"Hi. Yes, I need to report a card lost.",['InformIntent'],ReportLostStolenCard
905,banking_0590,banking_0590_050,Customer,"Yes, please. and while you're at it I'm just curious on how long it will take to do this because I really have somewhere else to be and after you do it when will I be receiving my card?",['InformIntent'],AskAboutCardArrival
906,banking_0591,banking_0591_001,Customer,"Yes, hi. I'm calling in. My I wanna dispute some charges on my credit card account.",['InformIntent'],DisputeCharge
907,banking_0594,banking_0594_001,Customer,Yes. I'm looking for the branch banks' locations. Where you have the banks located at that's closest to my house.,['InformIntent'],FindBranch
908,banking_0594,banking_0594_013,Customer,OK. Great. Thank you. Now I need to know I need the hours of the locations for each one of those if you don't mind giving those to me?,['InformIntent'],GetBranchHours
909,banking_0594,banking_0594_020,Customer,OK. Do you have a close ATM location that I can go to that right off that you can think of or that you've got in your computer?,['InformIntent'],FindATM
910,banking_0594,banking_0594_026,Customer,"Yes, can you check on my bank balance for me if you don't mind?",['InformIntent'],CheckAccountBalance
911,banking_0595,banking_0595_001,Customer,"This Peter Davis, and I have a problem that somebody took money from my bank. fifty-two fifty from Tom's Grocery shop. And I never did that purchase.",['InformIntent'],DisputeCharge
912,banking_0596,banking_0596_001,Customer,"Hi, this is Laura Winters. I was trying to pay some bills, and some went through but the rest didn't. And I know I double checked all the numbers and the information was correct and it was. What's going on?",['InformIntent'],ExternalWireTransfer
913,banking_0596,banking_0596_015,Customer,"Oh, yes a checking account would be very helpful.",[],OpenBankingAccount
914,banking_0597,banking_0597_001,Customer,Hi my name is Helen Clark. I'm calling because well I'm. I wanted to transfer some money from my. One of my accounts to the other.,['InformIntent'],InternalFundsTransfer
915,banking_0598,banking_0598_001,Customer,"Yes, hi. My name is Wu, and I'm calling in. I'm traveling from work, and I just. I'm trying to find an ATM , so I can pull out some cash. And they just They gave us our per diem which is fine but, we per diem has to be used from work. And I smoke, unfortunately, and I really need a pack of cigarettes, so I'd really like to get me some cash It's cuz they got a they got a cigarette machine over here at the hotel I'm staying at and I'd really like to use some cash to get it. But I don't know where there's any ATMs at.",['InformIntent'],FindATM
916,banking_0599,banking_0599_031,Customer,"Sure. and in the meantime, I'd also like to go ahead and close my savings account please.",['InformIntent'],CloseBankAccount
917,banking_0600,banking_0600_003,Customer,I'm doing great thank you. I was actually calling to see if I could transfer some money from my savings account into my checking account.,['InformIntent'],InternalFundsTransfer
918,banking_0600,banking_0600_019,Customer,"Sure absolutely. It is two six one nine eight two four seven eight. And after you get that transferred, could I check the the available balances in both. Or I guess the new balances for both of those accounts?",['InformIntent'],CheckAccountBalance
919,banking_0601,banking_0601_001,Customer,"Hi, Tony. My name is Martin Lauren. And I would like to open an account with Intellibank.",['InformIntent'],OpenBankingAccount
920,banking_0602,banking_0602_003,Customer,I would like to man an internal transfer.,['InformIntent'],InternalFundsTransfer
921,banking_0602,banking_0602_034,Customer,yes. can you tell me what my remaining balance is on my checking account.,['InformIntent'],CheckAccountBalance
922,banking_0603,banking_0603_003,Customer,"Hi. Yeah. So I was just trying to, check my checking account balance. I wanted to see, what amount I had.",['InformIntent'],CheckAccountBalance
923,banking_0603,banking_0603_031,Customer,"No. That's OK. it should hit in, in a couple of days. But since I do have you on the phone. Could you tell me my, my second savings account balance in there? I don't think it's much. But I think, yeah, I'm not too sure how much I have in there. Can you just remind me really quick what's the savings account?",['InformIntent'],CheckAccountBalance
924,banking_0603,banking_0603_037,Customer,"go. You know what, go ahead and just tell me the regular savings account balance. I mean might as well since I have you on the phone, and I'm writing this down. I already got the checking. And I got the second savings, and what's the amount for the first the savings account",['InformIntent'],CheckAccountBalance
925,banking_0604,banking_0604_001,Customer,yes. I'm trying to find out if there's an ATM close to me somewhere?,['InformIntent'],FindATM
926,banking_0605,banking_0605_005,Customer,I wanted to make a wire transfer.,['InformIntent'],ExternalWireTransfer
927,banking_0605,banking_0605_096,Customer,I'd like to credit cards.,[],OpenCreditCard
928,banking_0607,banking_0607_009,Customer,"Well, Rose I am, actually, looking for an ATM near me. I am out and about and I am having horrible cellphone coverage today so I'm trying to find an ATM actually not too far from where I am at home. but the one I used to go closed so I need some help finding another ATM.",['InformIntent'],FindATM
929,banking_0607,banking_0607_025,Customer,and I'd also like to know the lobby hours of the the locations that you find. Lobby and ATM hours.,['InformIntent'],GetBranchHours
930,banking_0608,banking_0608_008,Customer,"So I was just thinking. I was thinking back to when I was a kid and you know like I said fourth of July is coming up this weekend. And we all know once fourth of July hits, Christmas is around the corner. And when I was a kid my my aunt and my everybody in my family, my mom and everybody but my aunt would organize it every year. She used to call it, it was she would set up Christmas club accounts for us. I wanna get. I wanna set up I don't know if they still call it that or whatever, but I want to set up an account and this way every week, I can just you know go and transfer money from from my one account to this new account. This way I have money come you know which I'll probably wait till the last minute to do my Christmas shopping. So this way I can get you know my wife and my kids and my you know I have grandkids. I can be ahead of the curve financially and ready to make all those nice purchases.",['InformIntent'],OpenBankingAccount
931,banking_0609,banking_0609_001,Customer,hi Pat. my name is Suzy Bowen. And I'm calling today because well me and my fiance we are moving to Italy and I need to close my account.,['InformIntent'],CloseBankAccount
932,banking_0609,banking_0609_018,Customer,oh oh before we do that I do need to ask you. What's that balance right now?,['InformIntent'],CheckAccountBalance
933,banking_0609,banking_0609_024,Customer,five hundred and then we're gonna transfer the rest to my new joint account.,[],ExternalWireTransfer
934,banking_0610,banking_0610_005,Customer,"Yeah, I don't know I got horrible reception in this area Yeah I was calling to report that my card lost or stolen.",['InformIntent'],ReportLostStolenCard
935,banking_0610,banking_0610_026,Customer,what's last transaction I had?,['InformIntent'],CheckTransactionHistory
936,banking_0612,banking_0612_001,Customer,"Hi Wes. I was just calling because I found a transaction in my checking account this morning. It shows that I spent about seventeen ninety-five last night, but I I didn't use my card anywhere.",['InformIntent'],DisputeCharge
937,banking_0613,banking_0613_003,Customer,Yes I like to make a transfer to a different account. I think having just one account to pay all the bills is somehow is is somehow too much because sometimes I feel like I forget I forget some details or I overpay so I like to break down the accounts to see how many bills I'm paying and where where exactly the the money's going to.,['InformIntent'],InternalFundsTransfer
938,banking_0614,banking_0614_001,Customer,Hi. My name is Ashley and I wanted some information on opening a new account.,['InformIntent'],OpenBankingAccount
939,banking_0615,banking_0615_007,Customer,"OK, Mike. I have been trying to send my friend some money for days now. It just won't go through. Can you help?",['InformIntent'],ExternalWireTransfer
940,banking_0616,banking_0616_001,Customer,"yes, my car payment is going to post, and I'm not sure that there's enough money in there to account for that. So I don't want it to bounce, or whatever.",['InformIntent'],CheckAccountBalance
941,banking_0618,banking_0618_001,Customer,"Hi, Vicky. My name's Nate. I'd like to do a money transfer from my Intellibank checking account into my account at my credit union, credit union.",['InformIntent'],ExternalWireTransfer
942,banking_0619,banking_0619_001,Customer,"Hi Rose. My name is Kim. I have a question, please. I actually need to make an internal transfer from my account to my mom's account.",['InformIntent'],InternalFundsTransfer
943,banking_0620,banking_0620_001,Customer,Yes I need to find a branch near me.,['InformIntent'],FindBranch
944,banking_0621,banking_0621_001,Customer,Yes. I'm calling to see about an account.,['InformIntent'],OpenBankingAccount
945,banking_0622,banking_0622_031,Customer,So yes let's check the balance and while you're doing it please take a look to see if there's any indication or notice on in of some sort of issue. Whatever.,['InformIntent'],CheckAccountBalance
946,banking_0625,banking_0625_038,Customer,Yes actually. What's the maximum daily limit I can withdraw from an ATM.,['InformIntent'],GetWithdrawalLimit
947,banking_0626,banking_0626_005,Customer,"I would like to check my checking account balance, please.",['InformIntent'],CheckAccountBalance
948,banking_0626,banking_0626_030,Customer,I need to report it as lost.,['InformIntent'],ReportLostStolenCard
949,banking_0626,banking_0626_048,Customer,What'll I need to do to cancel the card and get a new one?,['InformIntent'],RequestNewCard
950,banking_0627,banking_0627_003,Customer,my sister needs some cash in her account.,['InformIntent'],InternalFundsTransfer
951,banking_0627,banking_0627_063,Customer,"no, if possible, could I update my email with you? That's an old one.",['InformIntent'],UpdateEmail
952,banking_0628,banking_0628_007,Customer,I want to put money into his account.,['InformIntent'],InternalFundsTransfer
953,banking_0628,banking_0628_019,Customer,Hey before we do the transfer could you tell me where the nearest branch is?,['InformIntent'],FindBranch
954,banking_0628,banking_0628_021,Customer,and also the hours please.,['InformIntent'],GetBranchHours
955,banking_0629,banking_0629_003,Customer,Sure. Don't worry about my account. I just received some information on a document that needs to be provided. I honestly don't understand what this is for or what it's about.,[],ReportNotice
956,banking_0629,banking_0629_011,Customer,OK. Where is your Intellicheck bank located?,['InformIntent'],FindBranch
957,banking_0630,banking_0630_001,Customer,Hello. I'm calling to check my account balance.,['InformIntent'],CheckAccountBalance
958,banking_0630,banking_0630_010,Customer,"But it's very beautiful. First, OK first can I have a location of an ATM near me, please?",['InformIntent'],FindATM
959,banking_0631,banking_0631_001,Customer,yes hello. I need to make a wire transfer please.,['InformIntent'],ExternalWireTransfer
960,banking_0633,banking_0633_001,Customer,"Hi, Rose. My name is Kim. I have. I need to update actually my telephone number on my account and I was wondering if I could do that with you?",['InformIntent'],UpdatePhoneNumber
961,banking_0633,banking_0633_007,Customer,"well, I'm trying to update my phone number, but I actually do need to check my my account.",['InformIntent'],CheckAccountBalance
962,banking_0634,banking_0634_001,Customer,"yes. I need to, to I, I need my septic tank pumped out. And I need to know if I've got enough money.",['InformIntent'],CheckAccountBalance
963,banking_0635,banking_0635_005,Customer,I wanna dispute a charge on my credit card.,['InformIntent'],DisputeCharge
964,banking_0636,banking_0636_001,Customer,"hi Josie, I need to make a wire transfer as soon as possible, and could you tell me if when or when this wire transfer will occur once it's initiated?",['InformIntent'],ExternalWireTransfer
965,banking_0637,banking_0637_001,Customer,"yeah. Something's going on with my checking account. I'm looking at my statement, and I've got a charge for sixty-seven dollars and eight cents don't know what's going on with it.",['InformIntent'],DisputeCharge
966,banking_0638,banking_0638_028,Customer,All right. Can I go ahead and check my savings account also?,['InformIntent'],CheckAccountBalance
967,banking_0640,banking_0640_001,Customer,Hi. Yeah. I thought you were called Intel Bank but whatever. I need to make a transfer wire or whatever it's called.,['InformIntent'],ExternalWireTransfer
968,banking_0642,banking_0642_001,Customer,yes this is Dan Thomas and I need to close my savings account.,['InformIntent'],CloseBankAccount
969,banking_0642,banking_0642_002,Customer,And then I need to transfer the remaining funds of my savings account to a checking account.,['InformIntent'],InternalFundsTransfer
970,banking_0645,banking_0645_001,Customer,"Hi, I'd like to my account balance.",['InformIntent'],CheckAccountBalance
971,banking_0645,banking_0645_015,Customer,can I also check my savings?,['InformIntent'],CheckAccountBalance
972,banking_0647,banking_0647_002,Customer,"Hi, I'm in town and I need to take out some money out of the bank.",['InformIntent'],FindATM
973,banking_0647,banking_0647_022,Customer,I. One of the questions I have. Is there a daily withdrawal limit?,['InformIntent'],GetWithdrawalLimit
974,banking_0648,banking_0648_001,Customer,I I I need to check the balance on my account.,['InformIntent'],CheckAccountBalance
975,banking_0648,banking_0648_034,Customer,"That's so bad. OK, I'll need to transfer. Let me transfer twenty thousand over to my savings from my checking.",['InformIntent'],InternalFundsTransfer
976,banking_0649,banking_0649_001,Customer,All right Francine this is this is Jason Smith. I have an I have a savings account with y'all and a checking account I'm not totally sure how much is in the checking account. point is I am looking to I'm looking to close my accounts today.,['InformIntent'],CloseBankAccount
977,banking_0650,banking_0650_001,Customer,"Hi Becky, my name is Raoul. I'm calling because I wanted to move money from my savings to my checking account.",['InformIntent'],InternalFundsTransfer
978,banking_0652,banking_0652_028,Customer,Yes I need to check my savings account.,[],CheckAccountBalance
979,banking_0653,banking_0653_032,Customer,"Oh can, when we're done with that, can I check the balance on my savings I just want to make sure that kinda running low on funds and I want to make sure that I'm good until my next paycheck.",['InformIntent'],CheckAccountBalance
980,banking_0654,banking_0654_001,Customer,I lost my card.,['InformIntent'],ReportLostStolenCard
981,banking_0655,banking_0655_001,Customer,yes. Hey Michael. I'm I was interested in opening up another checking account with y'all.,['InformIntent'],OpenBankingAccount
982,banking_0655,banking_0655_003,Customer,if possible. I mean I was just kinda curious. Can we just go ahead and fund it with some of the money I have in another account with y'all?,['InformIntent'],InternalFundsTransfer
983,banking_0656,banking_0656_001,Customer,Oh my goodness . I've gotta get to the store today before they close. But before I get there I gotta check something on my Intellibank account and I think I should do that in person. Do you think you can help me with that?,[],FindBranch
984,banking_0657,banking_0657_004,Customer,I am. Well I'm actually trying to find an ATM. I I'm outta town and have been trying to look on my phone for the past like ten minutes and I am getting zero service. It and loading and loading. I don't know what's going on so I was wondering if you could help me with that?,['InformIntent'],FindATM
985,banking_0657,banking_0657_025,Customer,Can you tell me what the daily withdrawal limit is for for the ATMs?,['InformIntent'],GetWithdrawalLimit
986,banking_0657,banking_0657_027,Customer,OK. OK great and let me see here. Oh yeah I was gonna ask you since I can't get online and check my check my account. Can I check my account balance with you as well?,['InformIntent'],CheckAccountBalance
987,banking_0658,banking_0658_001,Customer,"Yes, Samantha. I just need to make a transfer from my savings to my checking.",['InformIntent'],InternalFundsTransfer
988,banking_0659,banking_0659_002,Customer,hi Susan. I I got a problem with a guy on on my credit card.,[],DisputeCharge
989,banking_0660,banking_0660_008,Customer,I would like to make a wire transfer.,['InformIntent'],ExternalWireTransfer
990,banking_0661,banking_0661_005,Customer,I'm trying to find a ATM near me.,['InformIntent'],FindATM
991,banking_0662,banking_0662_001,Customer,yes. Hi I'm calling because I lost my card.,['InformIntent'],ReportLostStolenCard
992,banking_0663,banking_0663_001,Customer,"Hi, yes I am calling because I need to close my account and transfer all to my funds to a different account. That is a bank not with you. This is the third time I've called to fix this problem.",['InformIntent'],CloseBankAccount
993,banking_0664,banking_0664_020,Customer,I want to open up a. A new account.,[],OpenBankingAccount
994,banking_0664,banking_0664_051,Customer,"Yeah, I'm a go ahead and put about three hundred in there to get it started and there.",[],InternalFundsTransfer
995,banking_0665,banking_0665_001,Customer,"Hi, yes, I'm calling because I'm interested in doing an internal transfer.",['InformIntent'],InternalFundsTransfer
996,banking_0665,banking_0665_037,Customer,"Yes, I like to stop in just to use your ATM walk-in services I but I can't find the nearest location that's near my house. Can you help me with that, please?",['InformIntent'],FindATM
997,banking_0665,banking_0665_066,Customer,"OK. OK, now let's just say that I was going to visit your branch after hours. Is there a way I can access your ATM machine on the is your ATM machine going to be accessible?",['InformIntent'],GetBranchHours
